Antennae,Arms,Eyes,Legs,Mouth,Pattern,Correct,Response,rt,rules_set,item_name,id,condition,planet_permutation,planet_reverse_permutation,age,gender,education,in_training,training_program,backstory_readtime,rules_readtime,pre_example_readtime,rules_repetition,intermediate_readtime,second_rules_readtime,presurvey_readtime,difficulty,demand,attentive,undisturbed,particularities,presumptions,planet1rules,planet2rules,planet3rules,planet4rules,correctness
2,2,1,0,Teeth,None,1,1,2269,ruleset2c,interference_old_p1,KQESCNXXWS,2,"{""1"":2,""2"":3,""3"":1,""4"":4}","{""1"":3,""2"":1,""3"":2,""4"":4}",20,female,high,True,Primary Education,40776,60511,78853,24172,2268,203342,3733,3,4,5,True,"the placement of the keys being sdkl and the number of eyes/arms it represented made it slightly confusing.
my brain assumed it would go from s-3 eyes, d-4 arms, k-2 arms and l-2 eyes because then, my left hand was for the higher numbers and my right was for the lower numbers of arms/eyes.",nope,"when it has spots/dots and 6 legs
when it has antennae and 2 arms",when it has antennae and 4 arms,when it has stripes and 3 eyes,"when it had stripes and 2 eyes
when it has dots/spots and no legs",True
1,2,3,6,Teeth,Stripes,3,3,2377,ruleset2c,decoy,KQESCNXXWS,2,"{""1"":2,""2"":3,""3"":1,""4"":4}","{""1"":3,""2"":1,""3"":2,""4"":4}",20,female,high,True,Primary Education,40776,60511,78853,24172,2268,203342,3733,3,4,5,True,"the placement of the keys being sdkl and the number of eyes/arms it represented made it slightly confusing.
my brain assumed it would go from s-3 eyes, d-4 arms, k-2 arms and l-2 eyes because then, my left hand was for the higher numbers and my right was for the lower numbers of arms/eyes.",nope,"when it has spots/dots and 6 legs
when it has antennae and 2 arms",when it has antennae and 4 arms,when it has stripes and 3 eyes,"when it had stripes and 2 eyes
when it has dots/spots and no legs",True
1,2,1,6,Teeth,Points,1,1,1748,ruleset2c,interference_new_p1,KQESCNXXWS,2,"{""1"":2,""2"":3,""3"":1,""4"":4}","{""1"":3,""2"":1,""3"":2,""4"":4}",20,female,high,True,Primary Education,40776,60511,78853,24172,2268,203342,3733,3,4,5,True,"the placement of the keys being sdkl and the number of eyes/arms it represented made it slightly confusing.
my brain assumed it would go from s-3 eyes, d-4 arms, k-2 arms and l-2 eyes because then, my left hand was for the higher numbers and my right was for the lower numbers of arms/eyes.",nope,"when it has spots/dots and 6 legs
when it has antennae and 2 arms",when it has antennae and 4 arms,when it has stripes and 3 eyes,"when it had stripes and 2 eyes
when it has dots/spots and no legs",True
2,4,2,4,No teeth,None,2,4,1108,ruleset2c,decoy,KQESCNXXWS,2,"{""1"":2,""2"":3,""3"":1,""4"":4}","{""1"":3,""2"":1,""3"":2,""4"":4}",20,female,high,True,Primary Education,40776,60511,78853,24172,2268,203342,3733,3,4,5,True,"the placement of the keys being sdkl and the number of eyes/arms it represented made it slightly confusing.
my brain assumed it would go from s-3 eyes, d-4 arms, k-2 arms and l-2 eyes because then, my left hand was for the higher numbers and my right was for the lower numbers of arms/eyes.",nope,"when it has spots/dots and 6 legs
when it has antennae and 2 arms",when it has antennae and 4 arms,when it has stripes and 3 eyes,"when it had stripes and 2 eyes
when it has dots/spots and no legs",False
1,2,3,6,No teeth,Stripes,3,3,4563,ruleset2c,decoy,KQESCNXXWS,2,"{""1"":2,""2"":3,""3"":1,""4"":4}","{""1"":3,""2"":1,""3"":2,""4"":4}",20,female,high,True,Primary Education,40776,60511,78853,24172,2268,203342,3733,3,4,5,True,"the placement of the keys being sdkl and the number of eyes/arms it represented made it slightly confusing.
my brain assumed it would go from s-3 eyes, d-4 arms, k-2 arms and l-2 eyes because then, my left hand was for the higher numbers and my right was for the lower numbers of arms/eyes.",nope,"when it has spots/dots and 6 legs
when it has antennae and 2 arms",when it has antennae and 4 arms,when it has stripes and 3 eyes,"when it had stripes and 2 eyes
when it has dots/spots and no legs",True
2,2,1,0,Teeth,None,1,1,2299,ruleset2c,interference_old_p1,KQESCNXXWS,2,"{""1"":2,""2"":3,""3"":1,""4"":4}","{""1"":3,""2"":1,""3"":2,""4"":4}",20,female,high,True,Primary Education,40776,60511,78853,24172,2268,203342,3733,3,4,5,True,"the placement of the keys being sdkl and the number of eyes/arms it represented made it slightly confusing.
my brain assumed it would go from s-3 eyes, d-4 arms, k-2 arms and l-2 eyes because then, my left hand was for the higher numbers and my right was for the lower numbers of arms/eyes.",nope,"when it has spots/dots and 6 legs
when it has antennae and 2 arms",when it has antennae and 4 arms,when it has stripes and 3 eyes,"when it had stripes and 2 eyes
when it has dots/spots and no legs",True
0,2,3,0,No teeth,Points,4,4,1526,ruleset2c,interference_new_p4,KQESCNXXWS,2,"{""1"":2,""2"":3,""3"":1,""4"":4}","{""1"":3,""2"":1,""3"":2,""4"":4}",20,female,high,True,Primary Education,40776,60511,78853,24172,2268,203342,3733,3,4,5,True,"the placement of the keys being sdkl and the number of eyes/arms it represented made it slightly confusing.
my brain assumed it would go from s-3 eyes, d-4 arms, k-2 arms and l-2 eyes because then, my left hand was for the higher numbers and my right was for the lower numbers of arms/eyes.",nope,"when it has spots/dots and 6 legs
when it has antennae and 2 arms",when it has antennae and 4 arms,when it has stripes and 3 eyes,"when it had stripes and 2 eyes
when it has dots/spots and no legs",True
0,0,1,0,No teeth,Points,4,4,2167,ruleset2c,test_learning_p4,KQESCNXXWS,2,"{""1"":2,""2"":3,""3"":1,""4"":4}","{""1"":3,""2"":1,""3"":2,""4"":4}",20,female,high,True,Primary Education,40776,60511,78853,24172,2268,203342,3733,3,4,5,True,"the placement of the keys being sdkl and the number of eyes/arms it represented made it slightly confusing.
my brain assumed it would go from s-3 eyes, d-4 arms, k-2 arms and l-2 eyes because then, my left hand was for the higher numbers and my right was for the lower numbers of arms/eyes.",nope,"when it has spots/dots and 6 legs
when it has antennae and 2 arms",when it has antennae and 4 arms,when it has stripes and 3 eyes,"when it had stripes and 2 eyes
when it has dots/spots and no legs",True
1,2,2,6,Teeth,Stripes,4,4,2644,ruleset2c,interference_old_p4,KQESCNXXWS,2,"{""1"":2,""2"":3,""3"":1,""4"":4}","{""1"":3,""2"":1,""3"":2,""4"":4}",20,female,high,True,Primary Education,40776,60511,78853,24172,2268,203342,3733,3,4,5,True,"the placement of the keys being sdkl and the number of eyes/arms it represented made it slightly confusing.
my brain assumed it would go from s-3 eyes, d-4 arms, k-2 arms and l-2 eyes because then, my left hand was for the higher numbers and my right was for the lower numbers of arms/eyes.",nope,"when it has spots/dots and 6 legs
when it has antennae and 2 arms",when it has antennae and 4 arms,when it has stripes and 3 eyes,"when it had stripes and 2 eyes
when it has dots/spots and no legs",True
0,0,2,6,Teeth,Stripes,4,4,1814,ruleset2c,interference_old_p4,KQESCNXXWS,2,"{""1"":2,""2"":3,""3"":1,""4"":4}","{""1"":3,""2"":1,""3"":2,""4"":4}",20,female,high,True,Primary Education,40776,60511,78853,24172,2268,203342,3733,3,4,5,True,"the placement of the keys being sdkl and the number of eyes/arms it represented made it slightly confusing.
my brain assumed it would go from s-3 eyes, d-4 arms, k-2 arms and l-2 eyes because then, my left hand was for the higher numbers and my right was for the lower numbers of arms/eyes.",nope,"when it has spots/dots and 6 legs
when it has antennae and 2 arms",when it has antennae and 4 arms,when it has stripes and 3 eyes,"when it had stripes and 2 eyes
when it has dots/spots and no legs",True
2,4,2,2,None,None,2,1,1580,ruleset2c,decoy,KQESCNXXWS,2,"{""1"":2,""2"":3,""3"":1,""4"":4}","{""1"":3,""2"":1,""3"":2,""4"":4}",20,female,high,True,Primary Education,40776,60511,78853,24172,2268,203342,3733,3,4,5,True,"the placement of the keys being sdkl and the number of eyes/arms it represented made it slightly confusing.
my brain assumed it would go from s-3 eyes, d-4 arms, k-2 arms and l-2 eyes because then, my left hand was for the higher numbers and my right was for the lower numbers of arms/eyes.",nope,"when it has spots/dots and 6 legs
when it has antennae and 2 arms",when it has antennae and 4 arms,when it has stripes and 3 eyes,"when it had stripes and 2 eyes
when it has dots/spots and no legs",False
2,2,1,4,No teeth,None,1,1,3919,ruleset2c,test_memory_p1,KQESCNXXWS,2,"{""1"":2,""2"":3,""3"":1,""4"":4}","{""1"":3,""2"":1,""3"":2,""4"":4}",20,female,high,True,Primary Education,40776,60511,78853,24172,2268,203342,3733,3,4,5,True,"the placement of the keys being sdkl and the number of eyes/arms it represented made it slightly confusing.
my brain assumed it would go from s-3 eyes, d-4 arms, k-2 arms and l-2 eyes because then, my left hand was for the higher numbers and my right was for the lower numbers of arms/eyes.",nope,"when it has spots/dots and 6 legs
when it has antennae and 2 arms",when it has antennae and 4 arms,when it has stripes and 3 eyes,"when it had stripes and 2 eyes
when it has dots/spots and no legs",True
2,4,1,2,Teeth,None,2,2,1716,ruleset2c,decoy,KQESCNXXWS,2,"{""1"":2,""2"":3,""3"":1,""4"":4}","{""1"":3,""2"":1,""3"":2,""4"":4}",20,female,high,True,Primary Education,40776,60511,78853,24172,2268,203342,3733,3,4,5,True,"the placement of the keys being sdkl and the number of eyes/arms it represented made it slightly confusing.
my brain assumed it would go from s-3 eyes, d-4 arms, k-2 arms and l-2 eyes because then, my left hand was for the higher numbers and my right was for the lower numbers of arms/eyes.",nope,"when it has spots/dots and 6 legs
when it has antennae and 2 arms",when it has antennae and 4 arms,when it has stripes and 3 eyes,"when it had stripes and 2 eyes
when it has dots/spots and no legs",True
0,2,3,6,Teeth,Points,1,1,1800,ruleset2c,interference_new_p1,KQESCNXXWS,2,"{""1"":2,""2"":3,""3"":1,""4"":4}","{""1"":3,""2"":1,""3"":2,""4"":4}",20,female,high,True,Primary Education,40776,60511,78853,24172,2268,203342,3733,3,4,5,True,"the placement of the keys being sdkl and the number of eyes/arms it represented made it slightly confusing.
my brain assumed it would go from s-3 eyes, d-4 arms, k-2 arms and l-2 eyes because then, my left hand was for the higher numbers and my right was for the lower numbers of arms/eyes.",nope,"when it has spots/dots and 6 legs
when it has antennae and 2 arms",when it has antennae and 4 arms,when it has stripes and 3 eyes,"when it had stripes and 2 eyes
when it has dots/spots and no legs",True
1,4,1,0,No teeth,Points,4,4,1289,ruleset2c,test_learning_p4,KQESCNXXWS,2,"{""1"":2,""2"":3,""3"":1,""4"":4}","{""1"":3,""2"":1,""3"":2,""4"":4}",20,female,high,True,Primary Education,40776,60511,78853,24172,2268,203342,3733,3,4,5,True,"the placement of the keys being sdkl and the number of eyes/arms it represented made it slightly confusing.
my brain assumed it would go from s-3 eyes, d-4 arms, k-2 arms and l-2 eyes because then, my left hand was for the higher numbers and my right was for the lower numbers of arms/eyes.",nope,"when it has spots/dots and 6 legs
when it has antennae and 2 arms",when it has antennae and 4 arms,when it has stripes and 3 eyes,"when it had stripes and 2 eyes
when it has dots/spots and no legs",True
2,4,3,2,Teeth,None,2,1,3474,ruleset2c,decoy,KQESCNXXWS,2,"{""1"":2,""2"":3,""3"":1,""4"":4}","{""1"":3,""2"":1,""3"":2,""4"":4}",20,female,high,True,Primary Education,40776,60511,78853,24172,2268,203342,3733,3,4,5,True,"the placement of the keys being sdkl and the number of eyes/arms it represented made it slightly confusing.
my brain assumed it would go from s-3 eyes, d-4 arms, k-2 arms and l-2 eyes because then, my left hand was for the higher numbers and my right was for the lower numbers of arms/eyes.",nope,"when it has spots/dots and 6 legs
when it has antennae and 2 arms",when it has antennae and 4 arms,when it has stripes and 3 eyes,"when it had stripes and 2 eyes
when it has dots/spots and no legs",False
0,0,1,6,Teeth,Points,1,1,2644,ruleset2c,test_learning_p1,KQESCNXXWS,2,"{""1"":2,""2"":3,""3"":1,""4"":4}","{""1"":3,""2"":1,""3"":2,""4"":4}",20,female,high,True,Primary Education,40776,60511,78853,24172,2268,203342,3733,3,4,5,True,"the placement of the keys being sdkl and the number of eyes/arms it represented made it slightly confusing.
my brain assumed it would go from s-3 eyes, d-4 arms, k-2 arms and l-2 eyes because then, my left hand was for the higher numbers and my right was for the lower numbers of arms/eyes.",nope,"when it has spots/dots and 6 legs
when it has antennae and 2 arms",when it has antennae and 4 arms,when it has stripes and 3 eyes,"when it had stripes and 2 eyes
when it has dots/spots and no legs",True
1,0,3,6,No teeth,Points,1,1,1807,ruleset2c,test_learning_p1,KQESCNXXWS,2,"{""1"":2,""2"":3,""3"":1,""4"":4}","{""1"":3,""2"":1,""3"":2,""4"":4}",20,female,high,True,Primary Education,40776,60511,78853,24172,2268,203342,3733,3,4,5,True,"the placement of the keys being sdkl and the number of eyes/arms it represented made it slightly confusing.
my brain assumed it would go from s-3 eyes, d-4 arms, k-2 arms and l-2 eyes because then, my left hand was for the higher numbers and my right was for the lower numbers of arms/eyes.",nope,"when it has spots/dots and 6 legs
when it has antennae and 2 arms",when it has antennae and 4 arms,when it has stripes and 3 eyes,"when it had stripes and 2 eyes
when it has dots/spots and no legs",True
0,4,2,0,Teeth,Points,4,4,1174,ruleset2c,upper_bound_new_p4,KQESCNXXWS,2,"{""1"":2,""2"":3,""3"":1,""4"":4}","{""1"":3,""2"":1,""3"":2,""4"":4}",20,female,high,True,Primary Education,40776,60511,78853,24172,2268,203342,3733,3,4,5,True,"the placement of the keys being sdkl and the number of eyes/arms it represented made it slightly confusing.
my brain assumed it would go from s-3 eyes, d-4 arms, k-2 arms and l-2 eyes because then, my left hand was for the higher numbers and my right was for the lower numbers of arms/eyes.",nope,"when it has spots/dots and 6 legs
when it has antennae and 2 arms",when it has antennae and 4 arms,when it has stripes and 3 eyes,"when it had stripes and 2 eyes
when it has dots/spots and no legs",True
1,4,2,0,Teeth,Stripes,4,4,1876,ruleset2c,upper_bound_old_p4,KQESCNXXWS,2,"{""1"":2,""2"":3,""3"":1,""4"":4}","{""1"":3,""2"":1,""3"":2,""4"":4}",20,female,high,True,Primary Education,40776,60511,78853,24172,2268,203342,3733,3,4,5,True,"the placement of the keys being sdkl and the number of eyes/arms it represented made it slightly confusing.
my brain assumed it would go from s-3 eyes, d-4 arms, k-2 arms and l-2 eyes because then, my left hand was for the higher numbers and my right was for the lower numbers of arms/eyes.",nope,"when it has spots/dots and 6 legs
when it has antennae and 2 arms",when it has antennae and 4 arms,when it has stripes and 3 eyes,"when it had stripes and 2 eyes
when it has dots/spots and no legs",True
2,2,3,4,None,None,1,2,13856,example_1,example_1,KTRQOQDRQF,0,"{""1"":3,""2"":1,""3"":4,""4"":2}","{""1"":2,""2"":4,""3"":1,""4"":3}",27,female,university,False,,59705,48212,19636,26800,1830,28330,3221,4,4,5,True,,,if it has antennae and teeth,if it has antennae & no teeth,if it has stripes and 3 eyes,if it has stripes and 2 eyes,False
2,4,2,2,No teeth,None,2,2,28516,example_2,example_2,KTRQOQDRQF,0,"{""1"":3,""2"":1,""3"":4,""4"":2}","{""1"":2,""2"":4,""3"":1,""4"":3}",27,female,university,False,,59705,48212,19636,26800,1830,28330,3221,4,4,5,True,,,if it has antennae and teeth,if it has antennae & no teeth,if it has stripes and 3 eyes,if it has stripes and 2 eyes,True
1,2,3,6,Teeth,Stripes,3,3,11879,example_3,example_3,KTRQOQDRQF,0,"{""1"":3,""2"":1,""3"":4,""4"":2}","{""1"":2,""2"":4,""3"":1,""4"":3}",27,female,university,False,,59705,48212,19636,26800,1830,28330,3221,4,4,5,True,,,if it has antennae and teeth,if it has antennae & no teeth,if it has stripes and 3 eyes,if it has stripes and 2 eyes,True
0,0,2,0,Teeth,Stripes,4,4,6535,example_4,example_4,KTRQOQDRQF,0,"{""1"":3,""2"":1,""3"":4,""4"":2}","{""1"":2,""2"":4,""3"":1,""4"":3}",27,female,university,False,,59705,48212,19636,26800,1830,28330,3221,4,4,5,True,,,if it has antennae and teeth,if it has antennae & no teeth,if it has stripes and 3 eyes,if it has stripes and 2 eyes,True
0,0,3,0,None,Stripes,3,3,11348,ruleset1,training_3,KTRQOQDRQF,0,"{""1"":3,""2"":1,""3"":4,""4"":2}","{""1"":2,""2"":4,""3"":1,""4"":3}",27,female,university,False,,59705,48212,19636,26800,1830,28330,3221,4,4,5,True,,,if it has antennae and teeth,if it has antennae & no teeth,if it has stripes and 3 eyes,if it has stripes and 2 eyes,True
1,0,3,4,Teeth,Stripes,3,4,6734,ruleset1,training_3,KTRQOQDRQF,0,"{""1"":3,""2"":1,""3"":4,""4"":2}","{""1"":2,""2"":4,""3"":1,""4"":3}",27,female,university,False,,59705,48212,19636,26800,1830,28330,3221,4,4,5,True,,,if it has antennae and teeth,if it has antennae & no teeth,if it has stripes and 3 eyes,if it has stripes and 2 eyes,False
2,2,1,0,No teeth,None,1,1,13757,ruleset1,training_1,KTRQOQDRQF,0,"{""1"":3,""2"":1,""3"":4,""4"":2}","{""1"":2,""2"":4,""3"":1,""4"":3}",27,female,university,False,,59705,48212,19636,26800,1830,28330,3221,4,4,5,True,,,if it has antennae and teeth,if it has antennae & no teeth,if it has stripes and 3 eyes,if it has stripes and 2 eyes,True
1,0,3,0,No teeth,Stripes,3,3,10787,ruleset1,training_3,KTRQOQDRQF,0,"{""1"":3,""2"":1,""3"":4,""4"":2}","{""1"":2,""2"":4,""3"":1,""4"":3}",27,female,university,False,,59705,48212,19636,26800,1830,28330,3221,4,4,5,True,,,if it has antennae and teeth,if it has antennae & no teeth,if it has stripes and 3 eyes,if it has stripes and 2 eyes,True
2,2,2,2,Teeth,None,1,1,8383,ruleset1,training_1,KTRQOQDRQF,0,"{""1"":3,""2"":1,""3"":4,""4"":2}","{""1"":2,""2"":4,""3"":1,""4"":3}",27,female,university,False,,59705,48212,19636,26800,1830,28330,3221,4,4,5,True,,,if it has antennae and teeth,if it has antennae & no teeth,if it has stripes and 3 eyes,if it has stripes and 2 eyes,True
2,2,3,4,Teeth,None,1,2,7977,ruleset1,training_1,KTRQOQDRQF,0,"{""1"":3,""2"":1,""3"":4,""4"":2}","{""1"":2,""2"":4,""3"":1,""4"":3}",27,female,university,False,,59705,48212,19636,26800,1830,28330,3221,4,4,5,True,,,if it has antennae and teeth,if it has antennae & no teeth,if it has stripes and 3 eyes,if it has stripes and 2 eyes,False
2,4,2,4,No teeth,None,2,1,7019,ruleset1,training_2,KTRQOQDRQF,0,"{""1"":3,""2"":1,""3"":4,""4"":2}","{""1"":2,""2"":4,""3"":1,""4"":3}",27,female,university,False,,59705,48212,19636,26800,1830,28330,3221,4,4,5,True,,,if it has antennae and teeth,if it has antennae & no teeth,if it has stripes and 3 eyes,if it has stripes and 2 eyes,False
0,2,2,6,No teeth,Stripes,4,3,3985,ruleset1,training_4,KTRQOQDRQF,0,"{""1"":3,""2"":1,""3"":4,""4"":2}","{""1"":2,""2"":4,""3"":1,""4"":3}",27,female,university,False,,59705,48212,19636,26800,1830,28330,3221,4,4,5,True,,,if it has antennae and teeth,if it has antennae & no teeth,if it has stripes and 3 eyes,if it has stripes and 2 eyes,False
2,4,2,6,None,None,2,1,6146,ruleset1,training_2,KTRQOQDRQF,0,"{""1"":3,""2"":1,""3"":4,""4"":2}","{""1"":2,""2"":4,""3"":1,""4"":3}",27,female,university,False,,59705,48212,19636,26800,1830,28330,3221,4,4,5,True,,,if it has antennae and teeth,if it has antennae & no teeth,if it has stripes and 3 eyes,if it has stripes and 2 eyes,False
0,4,2,6,None,Stripes,4,4,8564,ruleset1,training_4,KTRQOQDRQF,0,"{""1"":3,""2"":1,""3"":4,""4"":2}","{""1"":2,""2"":4,""3"":1,""4"":3}",27,female,university,False,,59705,48212,19636,26800,1830,28330,3221,4,4,5,True,,,if it has antennae and teeth,if it has antennae & no teeth,if it has stripes and 3 eyes,if it has stripes and 2 eyes,True
1,0,3,2,Teeth,Stripes,3,3,2581,ruleset1,training_3,KTRQOQDRQF,0,"{""1"":3,""2"":1,""3"":4,""4"":2}","{""1"":2,""2"":4,""3"":1,""4"":3}",27,female,university,False,,59705,48212,19636,26800,1830,28330,3221,4,4,5,True,,,if it has antennae and teeth,if it has antennae & no teeth,if it has stripes and 3 eyes,if it has stripes and 2 eyes,True
2,2,1,6,No teeth,None,1,1,7820,ruleset1,training_1,KTRQOQDRQF,0,"{""1"":3,""2"":1,""3"":4,""4"":2}","{""1"":2,""2"":4,""3"":1,""4"":3}",27,female,university,False,,59705,48212,19636,26800,1830,28330,3221,4,4,5,True,,,if it has antennae and teeth,if it has antennae & no teeth,if it has stripes and 3 eyes,if it has stripes and 2 eyes,True
2,4,1,6,No teeth,None,2,1,2882,ruleset1,training_2,KTRQOQDRQF,0,"{""1"":3,""2"":1,""3"":4,""4"":2}","{""1"":2,""2"":4,""3"":1,""4"":3}",27,female,university,False,,59705,48212,19636,26800,1830,28330,3221,4,4,5,True,,,if it has antennae and teeth,if it has antennae & no teeth,if it has stripes and 3 eyes,if it has stripes and 2 eyes,False
0,4,3,0,No teeth,Stripes,3,3,5317,ruleset1,training_3,KTRQOQDRQF,0,"{""1"":3,""2"":1,""3"":4,""4"":2}","{""1"":2,""2"":4,""3"":1,""4"":3}",27,female,university,False,,59705,48212,19636,26800,1830,28330,3221,4,4,5,True,,,if it has antennae and teeth,if it has antennae & no teeth,if it has stripes and 3 eyes,if it has stripes and 2 eyes,True
2,4,1,2,No teeth,None,2,2,7046,ruleset1,training_2,KTRQOQDRQF,0,"{""1"":3,""2"":1,""3"":4,""4"":2}","{""1"":2,""2"":4,""3"":1,""4"":3}",27,female,university,False,,59705,48212,19636,26800,1830,28330,3221,4,4,5,True,,,if it has antennae and teeth,if it has antennae & no teeth,if it has stripes and 3 eyes,if it has stripes and 2 eyes,True
1,4,2,4,No teeth,Stripes,4,4,6284,ruleset1,training_4,KTRQOQDRQF,0,"{""1"":3,""2"":1,""3"":4,""4"":2}","{""1"":2,""2"":4,""3"":1,""4"":3}",27,female,university,False,,59705,48212,19636,26800,1830,28330,3221,4,4,5,True,,,if it has antennae and teeth,if it has antennae & no teeth,if it has stripes and 3 eyes,if it has stripes and 2 eyes,True
1,4,2,4,No teeth,Stripes,4,4,2977,ruleset1,training_4,KTRQOQDRQF,0,"{""1"":3,""2"":1,""3"":4,""4"":2}","{""1"":2,""2"":4,""3"":1,""4"":3}",27,female,university,False,,59705,48212,19636,26800,1830,28330,3221,4,4,5,True,,,if it has antennae and teeth,if it has antennae & no teeth,if it has stripes and 3 eyes,if it has stripes and 2 eyes,True
2,2,2,4,None,None,1,1,5588,ruleset1,training_1,KTRQOQDRQF,0,"{""1"":3,""2"":1,""3"":4,""4"":2}","{""1"":2,""2"":4,""3"":1,""4"":3}",27,female,university,False,,59705,48212,19636,26800,1830,28330,3221,4,4,5,True,,,if it has antennae and teeth,if it has antennae & no teeth,if it has stripes and 3 eyes,if it has stripes and 2 eyes,True
2,4,1,6,No teeth,None,2,2,3802,ruleset1,training_2,KTRQOQDRQF,0,"{""1"":3,""2"":1,""3"":4,""4"":2}","{""1"":2,""2"":4,""3"":1,""4"":3}",27,female,university,False,,59705,48212,19636,26800,1830,28330,3221,4,4,5,True,,,if it has antennae and teeth,if it has antennae & no teeth,if it has stripes and 3 eyes,if it has stripes and 2 eyes,True
0,0,2,4,Teeth,Stripes,4,4,5187,ruleset1,training_4,KTRQOQDRQF,0,"{""1"":3,""2"":1,""3"":4,""4"":2}","{""1"":2,""2"":4,""3"":1,""4"":3}",27,female,university,False,,59705,48212,19636,26800,1830,28330,3221,4,4,5,True,,,if it has antennae and teeth,if it has antennae & no teeth,if it has stripes and 3 eyes,if it has stripes and 2 eyes,True
2,4,1,0,Teeth,None,1,1,3730,ruleset2a,interference_p1,KTRQOQDRQF,0,"{""1"":3,""2"":1,""3"":4,""4"":2}","{""1"":2,""2"":4,""3"":1,""4"":3}",27,female,university,False,,59705,48212,19636,26800,1830,28330,3221,4,4,5,True,,,if it has antennae and teeth,if it has antennae & no teeth,if it has stripes and 3 eyes,if it has stripes and 2 eyes,True
2,4,3,4,Teeth,None,1,1,6190,ruleset2a,interference_p1,KTRQOQDRQF,0,"{""1"":3,""2"":1,""3"":4,""4"":2}","{""1"":2,""2"":4,""3"":1,""4"":3}",27,female,university,False,,59705,48212,19636,26800,1830,28330,3221,4,4,5,True,,,if it has antennae and teeth,if it has antennae & no teeth,if it has stripes and 3 eyes,if it has stripes and 2 eyes,True
2,4,2,0,No teeth,None,2,2,2837,ruleset2a,upper_bound_p2,KTRQOQDRQF,0,"{""1"":3,""2"":1,""3"":4,""4"":2}","{""1"":2,""2"":4,""3"":1,""4"":3}",27,female,university,False,,59705,48212,19636,26800,1830,28330,3221,4,4,5,True,,,if it has antennae and teeth,if it has antennae & no teeth,if it has stripes and 3 eyes,if it has stripes and 2 eyes,True
2,2,2,6,Teeth,None,1,1,1519,ruleset2a,upper_bound_p1,KTRQOQDRQF,0,"{""1"":3,""2"":1,""3"":4,""4"":2}","{""1"":2,""2"":4,""3"":1,""4"":3}",27,female,university,False,,59705,48212,19636,26800,1830,28330,3221,4,4,5,True,,,if it has antennae and teeth,if it has antennae & no teeth,if it has stripes and 3 eyes,if it has stripes and 2 eyes,True
2,4,1,0,Teeth,None,1,1,3192,ruleset2a,interference_p1,KTRQOQDRQF,0,"{""1"":3,""2"":1,""3"":4,""4"":2}","{""1"":2,""2"":4,""3"":1,""4"":3}",27,female,university,False,,59705,48212,19636,26800,1830,28330,3221,4,4,5,True,,,if it has antennae and teeth,if it has antennae & no teeth,if it has stripes and 3 eyes,if it has stripes and 2 eyes,True
2,2,1,2,Teeth,None,1,1,939,ruleset2a,upper_bound_p1,KTRQOQDRQF,0,"{""1"":3,""2"":1,""3"":4,""4"":2}","{""1"":2,""2"":4,""3"":1,""4"":3}",27,female,university,False,,59705,48212,19636,26800,1830,28330,3221,4,4,5,True,,,if it has antennae and teeth,if it has antennae & no teeth,if it has stripes and 3 eyes,if it has stripes and 2 eyes,True
1,2,3,2,No teeth,Stripes,3,3,7297,ruleset2a,decoy,KTRQOQDRQF,0,"{""1"":3,""2"":1,""3"":4,""4"":2}","{""1"":2,""2"":4,""3"":1,""4"":3}",27,female,university,False,,59705,48212,19636,26800,1830,28330,3221,4,4,5,True,,,if it has antennae and teeth,if it has antennae & no teeth,if it has stripes and 3 eyes,if it has stripes and 2 eyes,True
2,4,1,0,No teeth,None,2,2,2608,ruleset2a,upper_bound_p2,KTRQOQDRQF,0,"{""1"":3,""2"":1,""3"":4,""4"":2}","{""1"":2,""2"":4,""3"":1,""4"":3}",27,female,university,False,,59705,48212,19636,26800,1830,28330,3221,4,4,5,True,,,if it has antennae and teeth,if it has antennae & no teeth,if it has stripes and 3 eyes,if it has stripes and 2 eyes,True
0,0,2,0,Teeth,Stripes,4,4,5874,ruleset2a,decoy,KTRQOQDRQF,0,"{""1"":3,""2"":1,""3"":4,""4"":2}","{""1"":2,""2"":4,""3"":1,""4"":3}",27,female,university,False,,59705,48212,19636,26800,1830,28330,3221,4,4,5,True,,,if it has antennae and teeth,if it has antennae & no teeth,if it has stripes and 3 eyes,if it has stripes and 2 eyes,True
1,0,3,0,No teeth,Stripes,3,3,1749,ruleset2a,decoy,KTRQOQDRQF,0,"{""1"":3,""2"":1,""3"":4,""4"":2}","{""1"":2,""2"":4,""3"":1,""4"":3}",27,female,university,False,,59705,48212,19636,26800,1830,28330,3221,4,4,5,True,,,if it has antennae and teeth,if it has antennae & no teeth,if it has stripes and 3 eyes,if it has stripes and 2 eyes,True
2,2,1,0,No teeth,None,2,2,1810,ruleset2a,interference_p2,KTRQOQDRQF,0,"{""1"":3,""2"":1,""3"":4,""4"":2}","{""1"":2,""2"":4,""3"":1,""4"":3}",27,female,university,False,,59705,48212,19636,26800,1830,28330,3221,4,4,5,True,,,if it has antennae and teeth,if it has antennae & no teeth,if it has stripes and 3 eyes,if it has stripes and 2 eyes,True
